,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,Term in Months,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies
356,1062248,1294105,9750,9750,9750.0,36,7.51%,303.34,A,A3,Grand Wailea,4 years,RENT,35000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,Consolidation,967xx,HI,29.04,0,Sep-96,1,0,0,9,0,13275,51.70%,19,0.0,0.0,5150.83,5150.83,4327.31,823.52,0.0,0.0,0.0,May-13,303.34,,May-16,0,0,0.0
362,1064754,1298795,25000,25000,23505.29384,60,19.42%,654.31,E,E3,San Francisco Public Library,10+ years,RENT,60000.0,Verified,Dec-11,Charged Off,credit_card,refinance,941xx,CA,20.04,0,Aug-00,0,0,0,12,0,17035,94.90%,24,0.0,0.0,29415.85,25748.61,11624.71,11255.08,0.0,6536.06,1172.7,Dec-14,654.31,,May-16,0,0,0.0
365,1064727,1298762,8875,8875,8875.0,36,12.69%,297.72,B,B5,wells fargo,5 years,MORTGAGE,35360.0,Verified,Dec-11,Charged Off,debt_consolidation,credit card debt,181xx,PA,23.11,0,Sep-05,1,0,0,9,0,13003,71.10%,13,0.0,0.0,2046.9,2046.9,1251.86,528.58,0.0,266.46,2.96,Jun-12,297.72,,Nov-12,0,0,0.0
376,1064636,1298456,12000,12000,12000.0,36,8.90%,381.04,A,A5,Sterling Savings Bank,3 years,RENT,32000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Bye-bye high interest rates!,975xx,OR,6.75,0,Nov-05,0,0,0,9,0,5329,59.20%,12,0.0,0.0,8740.16,8740.16,6603.89,1390.81,0.0,745.46,7.454600002,Sep-13,381.04,,Feb-14,0,0,0.0
380,1056865,1288419,15000,15000,14224.10774,60,12.69%,338.93,B,B5,Pkm Panel Systems Corp.,3 years,OWN,30000.0,Verified,Dec-11,Charged Off,debt_consolidation,leave mistakes behind,088xx,NJ,24.76,0,Jun-04,1,0,0,7,0,16876,65.70%,17,0.0,0.0,9543.84,8138.48,4881.73,3227.63,0.0,1434.48,14.0952,Dec-13,338.93,,May-14,0,0,0.0
381,1064783,1298613,8050,8050,8050.0,36,12.69%,270.04,B,B5,PBM&M,1 year,RENT,36000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,debt consolidation,986xx,WA,14.8,0,May-07,0,0,0,4,0,12000,81.30%,7,0.0,0.0,1330.92,1330.92,748.57,327.43,0.0,254.92,2.82,Apr-12,270.04,,Sep-12,0,0,0.0
388,1064608,1298422,6000,6000,6000.0,60,7.90%,121.38,A,A4,Fidelity Investments,< 1 year,RENT,30084.0,Verified,Dec-11,Charged Off,debt_consolidation,Personal Loan,410xx,KY,1.68,0,Jul-94,0,0,0,6,0,2192,10%,15,0.0,0.0,3662.31,3662.31,2298.98,836.88,0.0,526.45,5.0643,Feb-14,121.38,,Jul-14,0,0,0.0
412,1064251,1298041,1500,1500,1500.0,36,18.64%,54.72,E,E1,Willowood Care Center,< 1 year,RENT,17000.0,Source Verified,Dec-11,Charged Off,other,Personal ,442xx,OH,4.59,0,Sep-07,3,0,0,10,0,1497,99.80%,15,0.0,0.0,560.69,560.69,300.67,191.27,0.0,68.75,0.65,Sep-12,54.72,,Feb-13,0,0,0.0
414,1035800,1265435,20000,16925,11925.0,60,14.65%,399.55,C,C3,Macy's,10+ years,RENT,75000.0,Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,913xx,CA,16.51,0,Nov-95,2,0,0,10,0,21513,74.90%,16,0.0,0.0,3612.52,2544.34,1819.26,1773.35,19.91218684,0.0,0.0,Sep-12,819.08,,May-16,0,0,0.0
422,1064366,1298164,1000,1000,1000.0,36,14.65%,34.5,C,C3,,,RENT,18408.0,Not Verified,Dec-11,Charged Off,major_purchase,Myloan,080xx,NJ,6.0,0,Apr-93,2,0,114,3,1,2510,83.70%,8,0.0,0.0,91.31,91.31,22.24,12.18,0.0,56.89,10.2402,Jan-12,34.5,,Jun-12,0,0,1.0
424,1064150,1298144,8500,8500,8500.0,36,14.27%,291.63,C,C2,Costco Pharmacy,9 years,RENT,50000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation Loan,194xx,PA,8.5,0,Nov-04,2,0,0,15,0,9354,61.50%,27,0.0,0.0,2444.63,2444.63,1378.65,657.23,0.0,408.75,3.88,Jul-12,291.63,,Apr-13,0,0,0.0
430,1029473,1258841,33425,20675,19010.82122,60,13.49%,475.63,C,C1,Travelers insurance,2 years,MORTGAGE,75000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation Loan,114xx,NY,25.71,0,Jul-78,3,0,0,10,0,50670,50.50%,43,0.0,0.0,19893.95,16765.31,13371.26,6512.03,0.0,10.66,0.0,Feb-15,1370.08,,Apr-16,0,0,0.0
433,1063949,1297930,18000,18000,17836.5806,60,11.71%,397.77,B,B3,Di-Matrix,< 1 year,RENT,40000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,My Freedom loan,850xx,AZ,18.18,0,Dec-99,0,0,0,6,0,12806,68.80%,12,0.0,0.0,10850.22,10567.42,5690.48,3448.57,0.0,1711.17,17.1117,Dec-13,397.77,,Apr-14,0,0,0.0
435,1064133,1298122,20000,20000,19523.20774,60,16.77%,494.59,D,D2,US Postal Service,10+ years,RENT,60000.0,Verified,Dec-11,Charged Off,debt_consolidation,debt free,945xx,CA,9.46,0,Mar-95,2,28,0,13,0,16326,41%,30,0.0,0.0,18799.72,17787.27,9606.12,7667.87,0.0,1525.73,268.0326,Nov-14,494.59,,Apr-16,0,0,0.0
458,1063751,1296522,14400,14400,14400.0,36,18.25%,522.41,D,D5,NAVFAC/Naval Station Newport,5 years,RENT,51871.0,Verified,Dec-11,Charged Off,debt_consolidation,2012 New Beginnings,028xx,RI,7.82,0,Mar-06,0,0,0,5,0,8092,79.30%,9,0.0,0.0,7869.17,7869.17,4684.23,2613.83,0.0,571.11,5.67,Feb-13,522.41,,Jul-13,0,0,0.0
462,1063788,1296355,4200,4200,4200.0,60,17.27%,105.0,D,D3,physicians surgery center of tempe,9 years,RENT,43000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Credit Card Consolidation,852xx,AZ,10.13,0,Nov-96,1,82,0,9,0,8843,77%,19,0.0,0.0,4200.0,4200.0,2381.46,1807.62,0.0,10.92,1.9656,Apr-15,105.0,,May-16,0,0,0.0
464,1063781,1296348,3000,3000,3000.0,36,10.65%,97.72,B,B2,ADP,10+ years,MORTGAGE,86004.0,Not Verified,Dec-11,Charged Off,other,Lending Club,070xx,NJ,13.37,0,Dec-97,2,0,0,8,0,23964,64.60%,35,0.0,0.0,2236.73,2236.73,1629.41,417.88,0.0,189.44,1.894400001,Sep-13,97.72,,Feb-14,0,0,0.0
466,1063778,1296342,15000,15000,15000.0,36,16.29%,529.51,D,D1,Bentall Kennedy,1 year,RENT,110000.0,Verified,Dec-11,Charged Off,small_business,Short-Term Business Loan,750xx,TX,21.99,2,Nov-98,0,4,0,12,0,40370,84.10%,24,0.0,0.0,1873.45,1873.45,655.77,402.57,0.0,815.11,146.7198,Feb-12,529.51,,Jul-12,0,0,0.0
476,1063693,1296259,10000,10000,10000.0,36,17.27%,357.88,D,D3,MACYS,8 years,RENT,68000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,PAYOFF,597xx,MT,17.15,0,Mar-02,1,0,0,7,0,6754,92.50%,16,0.0,0.0,8589.12,8589.12,6067.35,2507.07,0.0,14.7,0.0,Dec-13,357.88,,Dec-13,0,0,0.0
480,1057424,1288982,16000,16000,16000.0,36,7.90%,500.65,A,A4,"Gugino & Mortimer, PLC",1 year,RENT,51000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Pay off Chase,857xx,AZ,24.66,0,Dec-92,0,0,0,8,0,29485,81%,28,0.0,0.0,11928.62,11928.62,9323.14,1688.52,0.0,916.96,9.1696,Oct-13,500.65,,Mar-14,0,0,0.0
484,1063448,1296012,2200,2200,2200.0,36,15.27%,76.56,C,C4,Regent care center,10+ years,OWN,48000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,Truck repair,773xx,TX,5.47,0,May-00,3,76,0,3,0,10130,83.70%,7,0.0,0.0,2294.0,2294.0,353.21,182.71,0.0,1758.08,317.1046,Jul-12,76.56,,May-16,0,0,0.0
489,1063421,1295979,8000,8000,8000.0,60,8.90%,165.68,A,A5,St. Johnland,1 year,RENT,51204.0,Not Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,117xx,NY,25.12,0,Aug-87,0,68,0,16,0,20888,37.60%,40,0.0,0.0,4639.04,4639.04,3271.74,1367.3,0.0,0.0,0.0,May-14,34.32,,May-16,0,0,0.0
496,1063393,1295948,35000,23250,23225.0,60,20.30%,619.88,E,E5,The Crexent Business Centers,3 years,OWN,85000.0,Verified,Dec-11,Charged Off,debt_consolidation,FREEDOM debt,322xx,FL,16.39,0,Dec-84,2,82,0,10,0,18515,76.50%,40,0.0,0.0,3093.5,3090.2,1169.59,1923.91,0.0,0.0,0.0,May-12,619.88,,May-16,0,0,0.0
505,1059525,1291351,12000,12000,11975.0,60,14.65%,283.28,C,C3,Hawaiian Airlines,< 1 year,RENT,75000.0,Verified,Dec-11,Charged Off,credit_card,Refinance,967xx,HI,16.13,0,Nov-00,3,0,0,14,0,16664,89.40%,28,0.0,0.0,7694.4,7678.37,3606.06,2908.0,0.0,1180.34,11.8034,Nov-13,283.28,,Apr-14,0,0,0.0
514,1063069,1295567,21250,21250,21250.0,36,12.42%,710.08,B,B4,SHOWBOAT CASINO,5 years,RENT,37000.0,Verified,Dec-11,Charged Off,other,"Debt-Paying, Wife-Helping",082xx,NJ,14.27,0,May-00,1,68,0,8,0,14899,69.30%,21,0.0,0.0,8880.05,8880.05,6569.76,2266.76,0.0,43.53,0.0,Dec-12,710.08,,May-16,0,0,0.0
523,1062997,1295086,15000,15000,15000.0,36,15.27%,521.97,C,C4,Hudson Hotel,10+ years,RENT,60000.0,Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,113xx,NY,10.72,0,Apr-02,2,0,0,7,0,12333,75.20%,18,0.0,0.0,6379.19,6379.19,3871.69,1853.48,0.0,654.02,6.26,Nov-12,521.97,,Apr-13,0,0,0.0
526,1062918,1295405,4000,4000,4000.0,36,12.69%,134.18,B,B5,publix,6 years,RENT,30000.0,Not Verified,Dec-11,Charged Off,home_improvement,home improvement,323xx,FL,17.6,0,Mar-96,1,48,0,8,0,1296,5.50%,20,0.0,0.0,2152.95,2152.95,1481.95,526.55,0.0,144.45,1.49,Mar-13,134.18,,Sep-13,0,0,0.0
532,1062976,1295062,4000,4000,4000.0,60,19.91%,105.78,E,E4,Newell Rubbermaid Inc,10+ years,RENT,45000.0,Source Verified,Dec-11,Charged Off,house,mortgage,179xx,PA,15.2,0,Mar-96,3,0,92,5,1,3722,22.40%,11,0.0,0.0,1775.8,1775.8,660.29,924.37,0.0,191.14,1.76,Apr-13,331.68,,Aug-13,0,0,1.0
534,1062897,1295380,1700,1700,1700.0,36,7.90%,53.2,A,A4,,,MORTGAGE,37800.0,Not Verified,Dec-11,Charged Off,home_improvement,Home Improvement,805xx,CO,27.0,0,Jul-79,0,0,0,9,0,16333,91.20%,27,0.0,0.0,1218.5,1218.5,940.44,174.03,0.0,104.03,1.040299999,Sep-13,53.2,,Feb-14,0,0,0.0
537,1059486,1291111,12000,12000,12000.0,36,14.65%,413.94,C,C3,Carefusion,6 years,RENT,54400.0,Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation Loan,983xx,WA,13.81,0,Nov-98,1,0,0,14,0,13239,60.20%,33,0.0,0.0,11043.04,11043.04,8359.5,2683.54,0.0,0.0,0.0,Apr-14,480.6,,May-16,0,0,0.0
539,1062851,1295329,8000,8000,8000.0,60,20.30%,213.29,E,E5,DOW Networks,1 year,RENT,42500.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Consolidation Loan,300xx,GA,14.23,0,Mar-04,1,0,0,10,0,9870,95%,24,0.0,0.0,8505.34,8505.34,2173.49,3335.6,0.0,2996.25,509.3625,Jun-14,200.0,,May-16,0,0,0.0
541,1062844,1295322,13000,13000,13000.0,36,16.29%,458.91,D,D1,TR furniture,10+ years,RENT,28000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,285xx,NC,12.9,0,Oct-01,1,0,0,4,0,6901,93.30%,8,0.0,0.0,8768.3,8768.3,5318.23,3008.91,0.0,441.16,4.411600005,Oct-13,320.84,,Nov-13,0,0,0.0
546,1062864,1295344,24000,24000,23975.0,60,17.58%,603.98,D,D4,Department of Defense,5 years,RENT,68809.0,Verified,Dec-11,Charged Off,debt_consolidation,Consolidation,325xx,FL,21.29,0,Jun-05,1,0,0,10,0,3343,25.30%,20,0.0,0.0,4401.18,4396.65,1567.87,2049.17,0.0,784.14,8.02,Jun-12,603.98,,Nov-12,0,0,0.0
547,1062734,1295018,11200,11200,11200.0,36,12.42%,374.26,B,B4,myrvpartsplace.com,3 years,RENT,75000.0,Not Verified,Dec-11,Charged Off,car,Car,925xx,CA,22.88,0,Dec-96,0,0,0,8,0,25673,74.40%,13,0.0,0.0,4225.13,4225.13,2702.91,1033.89,0.0,488.33,4.72,Oct-12,374.26,,Mar-13,0,0,0.0
559,1062555,1294623,12000,12000,12000.0,36,14.27%,411.71,C,C2,vogue beauty salon,2 years,RENT,28000.0,Source Verified,Dec-11,Charged Off,credit_card,Credit cards bills,905xx,CA,8.49,0,Aug-07,1,0,0,9,0,8738,68.50%,10,0.0,0.0,5423.3,5423.3,3441.99,1490.13,0.0,491.18,4.87,Dec-12,411.71,,May-13,0,0,0.0
560,1062606,1294478,28000,28000,28000.0,36,7.90%,876.13,A,A4,North Fork Holdings,4 years,MORTGAGE,118000.0,Verified,Dec-11,Charged Off,home_improvement,Home Improvement,600xx,IL,5.29,0,Jul-95,1,0,0,7,0,11849,24.80%,23,0.0,0.0,9959.66,9959.66,7125.17,1634.43,0.0,1200.06,11.94,Oct-12,876.13,,Sep-14,0,0,0.0
563,1062536,1294599,3000,3000,3000.0,36,7.90%,93.88,A,A4,Port of Everett,10+ years,MORTGAGE,65000.0,Not Verified,Dec-11,Charged Off,other,Other,982xx,WA,4.89,0,Aug-94,0,0,0,4,0,3413,85.30%,18,0.0,0.0,2720.04,2720.04,2357.46,362.58,0.0,0.0,0.0,May-14,93.88,,May-16,0,0,0.0
569,1036838,1266720,8575,8575,8575.0,36,17.58%,308.21,D,D4,,,MORTGAGE,32000.0,Verified,Dec-11,Charged Off,debt_consolidation,major purchase,325xx,FL,22.54,0,Sep-04,1,0,0,4,0,20142,89.90%,5,0.0,0.0,4636.75,4636.75,2808.63,1497.35,0.0,330.77,3.35,Feb-13,308.21,,Jul-13,0,0,0.0
570,1062478,1294543,28000,18625,18600.0,60,12.42%,418.27,B,B4,marist school,8 years,MORTGAGE,84996.0,Verified,Dec-11,Charged Off,debt_consolidation,DebtConsol,300xx,GA,23.41,0,Dec-98,0,0,0,13,0,47111,44.20%,40,0.0,0.0,14647.04,14627.4,12259.35,2001.31,20.8906275,365.49,4.31,Mar-13,10000.0,,May-16,0,0,0.0
574,1062454,1294520,16000,16000,15975.0,60,18.25%,408.48,D,D5,Allied Waste,10+ years,MORTGAGE,49000.0,Verified,Dec-11,Charged Off,credit_card,Credit Card,444xx,OH,18.39,0,Dec-01,2,0,0,15,0,22500,94.50%,23,0.0,0.0,8576.66,8563.39,4035.93,4540.73,0.0,0.0,0.0,Oct-13,30.8,,May-16,0,0,0.0
580,1062330,1294396,11000,11000,11000.0,36,7.90%,344.2,A,A4,BCI,4 years,MORTGAGE,80000.0,Not Verified,Dec-11,Charged Off,credit_card,Debt consolidation,856xx,AZ,4.74,0,Dec-99,0,0,0,8,0,7690,77.70%,15,0.0,0.0,3094.2,3094.2,2508.54,585.66,0.0,0.0,0.0,Sep-12,344.2,,May-16,0,0,0.0
581,1062414,1294277,5000,5000,5000.0,36,16.29%,176.51,D,D1,Clarks co. North America,6 years,MORTGAGE,85000.0,Source Verified,Dec-11,Charged Off,medical,Medical ,982xx,WA,22.81,0,May-04,2,0,0,9,0,19925,90%,17,0.0,0.0,4056.05,4056.05,2907.06,1148.99,0.0,0.0,0.0,Nov-13,176.51,,May-16,0,0,0.0
583,1062401,1294263,10000,10000,10000.0,36,12.69%,335.45,B,B5,daja ventures,6 years,OWN,36000.0,Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,917xx,CA,15.9,0,Dec-06,3,0,0,8,0,6397,65.30%,10,0.0,0.0,9758.77,9758.77,7421.06,1947.62,0.0,390.09,3.6617,Apr-14,335.45,,Sep-14,0,0,0.0
588,1031348,1260966,3000,3000,3000.0,36,16.29%,105.91,D,D1,H. Lee Moffitt Cancer Center,4 years,MORTGAGE,65000.0,Not Verified,Dec-11,Charged Off,other,Medical Leave - Household Expenses,336xx,FL,15.16,0,Jun-07,1,0,0,12,0,9089,60.20%,18,0.0,0.0,2704.36,2704.36,1830.43,709.12,0.0,164.81,1.6481,Jan-14,105.91,,May-14,0,0,0.0
589,1062268,1294324,7700,7700,7700.0,36,16.77%,273.65,D,D2,State of Texas,3 years,RENT,29772.96,Source Verified,Dec-11,Charged Off,other,line of credit,765xx,TX,18.58,0,Aug-00,0,0,0,6,0,9206,82.90%,11,0.0,0.0,4911.95,4911.95,3153.85,1486.98,0.0,271.12,2.74,Jun-13,273.65,,Oct-13,0,0,0.0
593,1062146,1294204,24500,24500,24475.0,60,20.89%,661.3,F,F1,Investigroup,4 years,RENT,85000.0,Verified,Dec-11,Charged Off,credit_card,Credit refinance,072xx,NJ,9.09,0,Apr-04,0,0,0,6,0,19668,94.40%,8,0.0,0.0,3994.86,3990.8,962.75,1679.05,0.0,1353.06,13.25,Apr-12,661.3,,Sep-12,0,0,0.0
596,1062257,1294315,22200,22200,22200.0,36,19.42%,818.49,E,E3,Grace & Growth Family Services,2 years,RENT,160000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,debt consolidation,912xx,CA,13.33,0,Oct-96,1,69,0,12,0,10070,89.10%,25,0.0,0.0,9174.61,9174.61,4940.21,3242.59,0.0,991.81,9.81,Oct-12,818.49,,Mar-13,0,0,0.0
598,1062250,1294107,13000,13000,13000.0,36,7.90%,406.78,A,A4,FedEx Office,10+ years,RENT,28000.0,Not Verified,Dec-11,Charged Off,credit_card,Hello,554xx,MN,16.93,0,Apr-00,0,0,0,7,0,14078,66.10%,19,0.0,0.0,6735.25,6735.25,5072.35,1208.26,0.0,454.64,4.78,Jun-13,61.06,,Oct-13,0,0,0.0
600,997521,1222612,3600,3600,3600.0,36,12.69%,120.77,B,B5,State of Michigan,10+ years,MORTGAGE,60000.0,Not Verified,Dec-11,Charged Off,medical,Pay Medical Bills,488xx,MI,19.0,0,Aug-01,3,0,83,10,1,1104,13%,17,0.0,0.0,3612.83,3612.83,2785.13,711.48,0.0,116.22,1.1622,May-14,120.77,,Oct-14,0,0,0.0
601,1058624,1290219,12375,12375,12375.0,60,23.13%,349.79,G,G2,University of Central Florida,5 years,RENT,40000.0,Not Verified,Dec-11,Charged Off,other,Purchase,327xx,FL,20.88,0,Jan-96,0,78,0,27,0,13768,22.50%,31,0.0,0.0,8530.26,8530.26,2444.99,4602.6,0.0,1482.67,23.01070001,Jan-14,52.05,,Feb-14,0,0,0.0
614,1031266,1260677,7100,7100,7100.0,36,14.65%,244.91,C,C3,90 miles cuban cafe,1 year,RENT,33000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,Amex,606xx,IL,23.85,0,Jun-06,2,0,0,10,0,5148,41.50%,13,0.0,0.0,3915.2,3915.2,2774.87,1140.33,0.0,0.0,0.0,Apr-13,244.91,,May-16,0,0,0.0
616,1061914,1293952,22400,22400,22400.0,60,22.74%,628.13,G,G1,JPMORGAN CHASE,6 years,RENT,85000.0,Not Verified,Dec-11,Charged Off,credit_card,credit_card Loan,104xx,NY,7.02,2,Dec-72,1,14,0,14,0,13773,58.70%,16,0.0,0.0,26376.52,26376.52,12893.89,13482.63,0.0,0.0,0.0,Jun-15,628.13,,Apr-16,0,0,0.0
618,1061741,1293770,22250,22250,22250.0,36,12.69%,746.38,B,B5,garden of eden,2 years,RENT,41000.0,Verified,Dec-11,Charged Off,debt_consolidation,consolidation loan,112xx,NY,15.63,0,Dec-04,0,0,0,8,0,15791,61.90%,10,0.0,0.0,19580.94,19580.94,14038.0,4421.84,0.0,1121.1,11.211,Apr-14,837.88,,May-16,0,0,0.0
621,1057749,1289516,7650,7650,7650.0,36,11.71%,253.04,B,B3,may trucking,5 years,RENT,57000.0,Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,924xx,CA,23.96,0,Apr-06,1,0,0,10,0,24086,63.40%,18,0.0,0.0,3098.5,3098.5,2056.23,720.94,0.0,321.33,3.15,Nov-12,253.04,,Apr-13,0,0,0.0
623,1061869,1293501,20675,20675,20650.0,60,15.27%,494.8,C,C4,Hammer Creative,7 years,RENT,50132.0,Verified,Dec-11,Charged Off,other,music production loan,913xx,CA,23.31,0,Apr-00,1,0,0,6,0,9487,74.10%,17,0.0,0.0,5928.84,5921.76,2979.22,2949.62,0.0,0.0,0.0,Dec-12,494.8,,May-16,0,0,0.0
630,1061661,1293676,20500,20500,20475.0,60,12.69%,463.2,B,B5,UltraTech Inc,< 1 year,RENT,47800.0,Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,951xx,CA,28.32,0,Apr-99,1,0,0,10,0,23823,52.20%,20,0.0,0.0,7896.36,7886.8,3976.64,2960.71,0.0,959.01,9.33,Mar-13,463.2,,Aug-13,0,0,0.0
635,1061643,1293657,29000,29000,29000.0,60,12.42%,651.27,B,B4,U.S.Postal Service,10+ years,RENT,65000.0,Verified,Dec-11,Charged Off,debt_consolidation,Go Steelers,180xx,PA,7.22,0,Jan-00,1,0,0,6,0,18918,57.70%,24,0.0,0.0,14318.48,14318.48,8619.3,5699.18,0.0,0.0,0.0,Oct-13,651.27,,May-16,0,0,0.0
641,1058931,1290729,12000,12000,12000.0,36,15.96%,421.65,C,C5,UNITED LIGHTING & ELECTRICAL GROUP,9 years,MORTGAGE,88000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,Debt Consolidation,117xx,NY,10.6,0,Oct-02,3,0,0,11,0,11434,77.80%,20,0.0,0.0,4637.54,4637.54,3074.42,1552.18,0.0,10.94,0.0,Nov-12,421.65,,May-16,0,0,0.0
648,1061496,1293299,10000,10000,10000.0,36,13.49%,339.31,C,C1,Oswego County Opportunities,10+ years,RENT,30000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,Credit Card Payoff,131xx,NY,20.96,0,Jun-07,0,0,0,10,0,2780,32%,11,0.0,0.0,4749.77,4749.77,3411.93,1328.05,0.0,9.79,0.0,Feb-13,339.31,,May-16,0,0,0.0
655,1058858,1290455,21600,21600,21600.0,36,17.27%,773.01,D,D3,,2 years,MORTGAGE,58600.0,Source Verified,Dec-11,Charged Off,home_improvement,improvement,770xx,TX,10.85,0,Jun-02,0,0,0,8,0,21912,95.30%,18,0.0,0.0,2724.94,2724.94,930.13,614.53,0.0,1180.28,212.4504,Feb-12,773.01,,Jul-12,0,0,0.0
688,1060436,1292191,8250,8250,8250.0,60,19.91%,218.17,E,E4,Lowes,3 years,RENT,27500.0,Not Verified,Dec-11,Charged Off,wedding,Wedding bills,970xx,OR,20.25,0,Jul-07,1,0,0,8,0,7432,79.70%,9,0.0,0.0,5311.1,5311.1,1579.15,2124.3,0.0,1607.65,289.377,May-13,218.17,,Aug-13,0,0,0.0
692,1060995,1292578,12000,12000,12000.0,36,12.42%,400.99,B,B4,HSA-UWC,< 1 year,RENT,60000.0,Source Verified,Dec-11,Charged Off,car,Credit Cards Consolidation Loan,029xx,RI,6.3,0,Feb-05,1,0,0,8,0,8894,78.70%,14,0.0,0.0,9546.76,9546.76,6788.45,2019.47,0.0,738.84,7.2498,Oct-13,400.99,,Feb-14,0,0,0.0
693,1061135,1292930,7200,7200,7200.0,36,11.71%,238.15,B,B3,Eq Cargo and trading corp,2 years,RENT,33000.0,Not Verified,Dec-11,Charged Off,credit_card,Credit Card Loan,331xx,FL,12.69,0,Apr-07,0,0,0,10,0,9071,70.30%,13,0.0,0.0,7338.4,7338.4,5810.48,1323.62,0.0,204.3,1.939000001,Jun-14,238.15,,Nov-14,0,0,0.0
698,1060934,1292910,10000,10000,10000.0,36,11.71%,330.76,B,B3,Chrysalis Inc.,5 years,OWN,35000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,debt consolidation loan,891xx,NV,11.79,0,Mar-06,0,0,0,9,0,11596,78.20%,10,0.0,0.0,7293.6,7293.6,5109.87,1489.33,0.0,694.4,6.784,Aug-13,330.76,,Jan-14,0,0,0.0
700,1061130,1292925,10000,10000,10000.0,36,14.27%,343.09,C,C2,Gannett Publishing Services,10+ years,MORTGAGE,77400.0,Verified,Dec-11,Charged Off,credit_card,Credit card,571xx,SD,20.05,0,Apr-84,0,0,0,14,0,15862,87.60%,34,0.0,0.0,6884.04,6884.04,3787.77,2245.4,0.0,850.87,153.1566,Dec-13,103.53,,Jan-14,0,0,0.0
726,1060553,1292714,6000,6000,6000.0,36,14.27%,205.86,C,C2,Safco capital Corporation,7 years,RENT,30000.0,Not Verified,Dec-11,Charged Off,credit_card,Payment,908xx,CA,15.68,0,May-07,0,0,0,5,0,13470,96.90%,12,0.0,0.0,6528.97,6528.97,4997.41,1372.03,0.0,159.53,1.473100001,Jul-14,205.86,,Dec-14,0,0,0.0
729,1060979,1292556,7000,7000,7000.0,36,16.77%,248.77,D,D2,The M&A Advisor,< 1 year,RENT,41000.0,Source Verified,Dec-11,Charged Off,wedding,My loan,114xx,NY,20.31,0,Apr-03,2,0,0,7,0,28651,97.80%,15,0.0,0.0,1582.19,1582.19,944.53,637.66,0.0,0.0,0.0,Aug-12,93.72,,May-16,0,0,0.0
731,1060970,1292545,3000,3000,3000.0,36,12.69%,100.64,B,B5,las nenas fashion,10+ years,RENT,30000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,consolidation,900xx,CA,15.4,0,Nov-01,0,0,0,11,0,9527,94.80%,15,0.0,0.0,1134.68,1134.68,721.02,282.78,0.0,130.88,1.28,Oct-12,100.64,,Mar-13,0,0,0.0
737,1060720,1292493,13200,13200,13200.0,36,11.71%,436.61,B,B3,Fletcher's Plumbing & Contracting Inc.,2 years,MORTGAGE,41600.0,Not Verified,Dec-11,Charged Off,debt_consolidation,CC Consolidate - Home Improve,959xx,CA,9.55,0,Nov-01,0,0,0,10,0,10086,77.60%,23,0.0,0.0,4931.09,4931.09,3210.7,1147.2,0.0,573.19,5.58,Oct-12,436.61,,Mar-13,0,0,0.0
747,1052346,1283902,20000,20000,19975.0,60,18.25%,510.6,D,D5,St.Bernard Hospital,7 years,RENT,70000.0,Verified,Dec-11,Charged Off,small_business,Trading business,604xx,IL,18.41,0,Jul-02,1,0,0,12,0,10958,71.20%,18,0.0,0.0,22977.0,22948.46,13187.2,9767.18,0.0,22.62,4.0716,Sep-15,510.6,,Apr-16,0,0,0.0
